NUMERO,SALDO,TIPO_CUENTA,CLIENTE,OFICINA
7026,51407597.62671799,4,5184,177
7027,17707517.142149404,1,5185,177
7028,2832242.4874353646,2,5185,177
7029,5643805.277239485,4,5185,177
7030,16417293.081534222,4,5186,177
7031,5141227.903122395,2,5186,177
7032,6253888.065628401,1,5187,177
7033,8826799.780818045,2,5187,177
7034,8451296.441179322,2,5188,177
7035,9977712.788323704,3,5188,177
7036,29624386.995401427,1,5188,177
7037,16167091.178960117,4,5189,177
7038,62546.20657117374,1,5189,177
7039,778362.9413639181,2,5189,177
7040,57482430.08141742,2,5190,177
7041,11974924.019073198,1,5190,177
7042,4651270.701060032,4,5190,177
7043,12026367.708126953,1,5191,177
7044,18775729.20613397,2,5191,177
7045,29266162.21014454,3,5191,177
7046,9472754.470798552,3,5192,177
7047,15259599.072051631,4,5192,177
7048,56775345.83047201,2,5193,178
7049,20199080.206304975,1,5193,178
7050,318552.3015382567,2,5193,178
7051,88856648.9471601,4,5194,178
7052,244731.87127417178,2,5195,178
7053,373796.9449898228,2,5195,178
7054,4612496.146510899,1,5196,178
7055,60120509.71483961,2,5196,178
7056,23487622.6434113,4,5196,178
7057,20268163.20209949,4,5197,178
7058,57035493.90325686,2,5197,178
7059,579785.9638341212,1,5198,178
7060,253420.8446694049,4,5199,178
7061,7173269.121772717,3,5199,178
7062,10676884.849574998,3,5200,178
7063,56734694.192242965,2,5200,178
7064,999687.4802830204,4,5200,178
7065,23631256.616143685,2,5201,178
7066,703894.2087182483,1,5202,178
7067,279637.41227828176,1,5202,178
7068,26852839.692363556,2,5202,178
7069,970965.0624086244,2,5203,178
7070,15683226.226774743,1,5204,178
7071,114188.58353868354,1,5204,178
7072,18352320.280537058,3,5204,178
7073,37078312.953220494,3,5205,178
7074,2708924.446675691,4,5205,178
7075,21842033.14090056,4,5205,178
7076,116890.82571597584,2,5206,178
7077,29406530.732883804,4,5207,178
7078,845030.1868065349,3,5208,178
7079,3207400.114898205,3,5208,178
7080,1026987.2905781632,2,5209,178
7081,70737041.18221457,3,5209,178
7082,10590226.445301201,2,5210,178
7083,39933208.35690497,4,5211,178
7084,824365.3611757038,2,5212,178
7085,2917490.9993092604,1,5213,179
7086,2437599.676378715,3,5213,179
7087,10294867.679803845,1,5213,179
7088,20503713.298831552,1,5214,179
7089,11987618.635858774,4,5215,179
7090,43042653.46992759,1,5215,179
7091,828202.8809191459,3,5215,179
7092,40306114.14444588,1,5216,179
7093,24294242.56569531,3,5216,179
7094,26537148.608814437,1,5217,179
7095,49761432.148047514,1,5217,179
7096,47393809.30169027,2,5218,179
7097,3352652.491851586,3,5218,179
7098,4665553.077873524,1,5218,179
7099,8564858.531009937,4,5219,179
7100,2570565.4843992307,4,5220,179
7101,8246596.549116662,4,5221,179
7102,60138231.48894565,4,5221,179
7103,22663567.542943783,1,5221,179
7104,55984960.6310823,2,5222,179
7105,5493498.547816193,3,5222,179
7106,27816604.39798427,3,5223,179
7107,15747324.176325358,4,5223,179
7108,2661484.637870985,3,5224,179
7109,609326.7138638166,1,5224,179
7110,22323557.05884135,4,5224,179
7111,380294.03576823627,2,5225,179
7112,24826449.13935008,3,5226,179
7113,60656781.97041048,1,5226,179
7114,54328.564040066616,3,5226,179
7115,2401974.8776630824,4,5227,179
7116,8067880.4655140955,3,5228,179
7117,9882726.866341705,2,5229,179
7118,55787611.58606004,2,5229,179
7119,37491326.865814894,4,5229,179
7120,37110617.32251262,3,5230,179
7121,293522.10888017126,4,5230,179
7122,1979611.9326133553,2,5230,179
7123,39279656.43218808,2,5231,179
7124,64384929.79748941,3,5231,179
7125,1492022.0524275005,2,5232,179
7126,139153.28643060476,4,5232,179
7127,77770177.99155009,1,5232,179
7128,7046799.094706398,2,5233,180
7129,7560841.249766426,1,5233,180
7130,12260333.918478824,3,5233,180
7131,32554633.28337899,3,5234,180
7132,36039633.73120044,4,5234,180
7133,35528777.77840599,1,5234,180
7134,1072668.5324783083,2,5235,180
7135,832437.1485697273,2,5235,180
7136,425842.51739910524,1,5235,180
7137,71822091.33296618,1,5236,180
7138,5622.6042441878235,1,5237,180
7139,13479332.27716912,2,5237,180
7140,786149.53017504,2,5238,180
7141,196512.11377746268,4,5238,180
7142,240374.26101354707,4,5239,180
7143,29574298.381401557,1,5239,180
7144,438264.8901479658,3,5239,180
7145,12267812.944896987,3,5240,180
7146,33638498.225134574,4,5241,180
7147,26393495.77618493,2,5241,180
7148,11244906.676395306,2,5242,180
7149,25268356.579348326,2,5242,180
7150,7445207.228871477,3,5242,180
7151,1518445.980119328,4,5243,180
7152,992760.8469939235,2,5244,180
7153,68145900.99373683,4,5245,180
7154,457233.4638966176,1,5245,180
7155,19709649.733339433,4,5245,180
7156,21629068.143269088,2,5246,180
7157,54606.83144078264,4,5246,180
7158,23379474.583409157,2,5247,180
7159,26441989.37639828,4,5247,180
7160,34044539.231509194,2,5247,180
7161,998049.9207228491,1,5248,180
7162,372566.28283422266,4,5248,180
7163,7728843.113520893,4,5248,180
7164,62569296.753586054,2,5249,180
7165,1718132.3407384695,3,5250,180
7166,2049765.149425907,4,5250,180
7167,19893841.353818655,4,5250,180
7168,40621843.636686355,1,5251,180
7169,3587776.609090564,4,5252,180
7170,19356317.280197818,4,5252,180
7171,574176.6070839786,1,5252,180
7172,5976625.62194299,3,5253,181
7173,42942939.350392334,1,5254,181
7174,19631051.066432483,2,5254,181
7175,53102659.80669782,3,5255,181
7176,894569.2421665783,1,5256,181
7177,16960019.355762497,3,5256,181
7178,934031.9657327414,3,5256,181
7179,15106374.778496157,2,5257,181
7180,19735538.195202466,3,5258,181
7181,25339648.452757765,1,5258,181
7182,19145040.75922894,3,5259,181
7183,23611627.90768691,3,5259,181
7184,506574.4979063778,1,5260,181
7185,26483541.296820275,3,5260,181
7186,27688236.797045045,2,5260,181
7187,32833279.29995454,2,5261,181
7188,39415938.89529444,3,5261,181
7189,2396229.3249696437,3,5262,181
7190,39817980.583807796,1,5263,181
7191,628740.0544421887,4,5263,181
7192,43763712.66664684,4,5264,181
7193,15396433.672842437,3,5264,181
7194,386616.8894055299,4,5264,181
7195,2956783.4972766642,2,5265,181
7196,55126895.05311728,1,5265,181
7197,10221154.46464174,4,5265,181
7198,670402.6528409738,4,5266,181
7199,31496858.704927094,1,5266,181
7200,1581134.0052061705,2,5267,181
7201,28341631.069382682,1,5267,181
7202,7678943.668170624,1,5267,181
7203,4014076.4862443283,3,5268,181
7204,16039604.257556438,1,5268,181
7205,24416.9154132001,3,5268,181
7206,953183.5524750391,3,5269,181
7207,11897812.170685595,4,5270,181
7208,8615257.424149552,1,5271,181
7209,16081392.388172083,3,5272,181
7210,10092624.500974875,1,5272,181
7211,6061057.525427384,3,5272,181
7212,5512079.877666665,3,5273,182
7213,3418202.5814053314,1,5273,182
7214,475855.4049925548,4,5274,182
7215,1136819.9372837413,2,5274,182
7216,33198875.55501289,4,5274,182
7217,24253118.53343966,3,5275,182
7218,4302584.529300282,4,5275,182
7219,12494169.297898334,4,5275,182
7220,7842698.433008762,4,5276,182
7221,6203770.190140855,4,5276,182
7222,47267072.10607851,2,5277,182
7223,8406647.103225095,3,5277,182
7224,2582877.5580663644,4,5278,182
7225,19632018.25980656,4,5278,182
7226,11910113.115990158,1,5278,182
7227,7173545.338217891,2,5279,182
7228,33182373.563486844,1,5280,182
7229,981363.8587023728,1,5280,182
7230,19370977.575898305,3,5280,182
7231,23209591.51148698,2,5281,182
7232,25285232.823166527,4,5281,182
7233,76186980.53389563,3,5281,182
7234,17480742.3287996,2,5282,182
7235,10651904.835782941,1,5282,182
7236,514989.4002570523,1,5282,182
7237,3072388.631243333,3,5283,182
7238,6859847.4790549325,3,5284,182
7239,6182102.685107723,4,5285,182
7240,42612077.0267341,2,5285,182
7241,3237703.086158775,3,5285,182
7242,47921357.16521706,3,5286,182
7243,31830761.380297262,1,5286,182
7244,704042.985484621,4,5286,182
7245,1718279.1984734102,4,5287,182
7246,14094421.762566147,1,5287,182
7247,375618.7125854745,3,5288,182
7248,32090443.262720134,4,5288,182
7249,22374994.378220104,1,5289,182
7250,17325261.889906853,4,5289,182
7251,7898818.15414501,2,5290,182
7252,20947414.043482006,3,5291,182
7253,14073368.945595743,4,5292,182
7254,11420362.821817556,4,5293,183
7255,12047043.338510446,3,5294,183
7256,68220659.71568657,2,5294,183
7257,959412.3187479036,4,5295,183
7258,41913109.4215719,4,5296,183
7259,547312.9144889461,1,5297,183
7260,151327.45460306434,1,5297,183
7261,14442574.845560828,4,5297,183
7262,6332190.081645469,2,5298,183
7263,7940199.383320991,1,5298,183
7264,17533816.785212167,2,5299,183
7265,18646202.27711719,2,5300,183
7266,23369200.358759344,1,5300,183
7267,13657063.699457405,3,5300,183
7268,96311581.19384705,2,5301,183
7269,8083013.603380185,1,5302,183
7270,59066249.749273404,2,5302,183
7271,1388349.086769961,1,5302,183
7272,2019311.869028174,4,5303,183
7273,502240.23898227606,2,5304,183
7274,269134.8739430805,2,5305,183
7275,470980.2073822622,4,5306,183
7276,44218097.8492664,3,5307,183
7277,12985508.887099704,4,5307,183
7278,7661051.666747823,4,5308,183
7279,38014.136637018935,2,5308,183
7280,3732541.049371833,4,5308,183
7281,3085976.9609563276,1,5309,183
7282,27660818.20616164,3,5309,183
7283,5804614.992885078,3,5310,183
7284,38450183.33211616,3,5310,183
7285,9305838.852933064,2,5311,183
7286,17932869.755756244,3,5311,183
7287,65859952.23410366,1,5311,183
7288,48678511.15776575,1,5312,183
7289,589967.2947408356,2,5312,183
7290,2540690.5689288713,2,5313,184
7291,471405.6842970289,2,5313,184
7292,13468866.724115644,3,5314,184
7293,17989268.4982261,1,5314,184
7294,2002443.7995120944,3,5315,184
7295,17730840.975255437,2,5316,184
7296,419914.1806953113,2,5316,184
7297,13214551.585880121,4,5316,184
7298,26040898.29504782,3,5317,184
7299,3487541.185791335,2,5317,184
7300,17358875.173575316,4,5317,184
7301,73162762.31770954,1,5318,184
7302,15318772.641002828,1,5318,184
7303,23629128.65130871,4,5318,184
7304,1417287.2722213697,4,5319,184
7305,56062662.01328984,2,5319,184
7306,5564880.122384973,3,5319,184
7307,88975088.07833418,3,5320,184
7308,937776.5768278155,1,5321,184
7309,454560.82983570907,3,5322,184
7310,51946452.86085941,3,5322,184
7311,175980.87619687925,4,5322,184
7312,13613023.81475569,1,5323,184
7313,674986.433241065,4,5323,184
7314,14324573.607655706,2,5323,184
7315,28486597.81890884,1,5324,184
7316,270935.2285087662,3,5325,184
7317,7495275.824481859,1,5325,184
7318,2137848.2357545635,2,5326,184
7319,481270.9429721084,4,5326,184
7320,1092839.28761798,2,5327,184
7321,3139029.2648045905,1,5327,184
7322,39154216.27719282,2,5328,184
7323,441878.39328578743,2,5328,184
7324,247892.36213514302,1,5329,184
7325,876465.8594288474,3,5329,184
7326,1345877.547272487,2,5329,184
7327,201903.39751434175,4,5330,184
7328,18631462.51981536,1,5331,184
7329,250423.48953379295,4,5331,184
7330,12351088.103950238,2,5332,184
7331,843083.4784604852,4,5333,185
7332,22301081.85075807,2,5333,185
7333,6810381.531086946,2,5334,185
7334,3059281.7424010937,2,5334,185
7335,20925164.4647824,1,5335,185
7336,183280.25531820592,1,5335,185
7337,8528405.494761823,4,5336,185
7338,57613981.98153756,4,5337,185
7339,5653301.351331281,2,5337,185
7340,3141768.3635195224,3,5338,185
7341,31139305.304577284,1,5338,185
7342,30804355.24304308,2,5339,185
7343,74602898.55468972,2,5339,185
7344,11468554.393631898,4,5340,185
7345,4383176.007791683,4,5340,185
7346,1173546.1307858205,4,5341,185
7347,21171054.932783145,4,5341,185
7348,36920162.32814884,2,5341,185
7349,1051600.452390566,3,5342,185
7350,130507.2687434688,4,5343,185
7351,29188134.190021887,1,5343,185
7352,9183169.629632914,1,5344,185
7353,63021543.39457177,4,5344,185
7354,22495923.06323567,3,5344,185
7355,1766624.1701231466,3,5345,185
7356,6165235.501783038,4,5345,185
7357,6491248.9699460445,1,5346,185
7358,399555.7601220268,1,5346,185
7359,14435137.22353194,1,5346,185
7360,14236745.66257329,3,5347,185
7361,363247.0388784908,4,5348,185
7362,10624055.449796801,3,5349,185
7363,61325313.06511616,3,5349,185
7364,16140947.055197041,2,5349,185
7365,32086234.008651275,3,5350,185
7366,10301988.96748551,1,5350,185
7367,3589117.363467385,4,5351,185
7368,7541553.8977602795,2,5351,185
7369,1632220.0602046708,1,5352,185
7370,10731290.235123575,2,5352,185
7371,3289261.17873762,2,5352,185
7372,2484822.8334857784,4,5353,186
7373,17699000.646022197,3,5353,186
7374,14133396.946693785,1,5354,186
7375,23639600.12378323,1,5354,186
7376,477981.1409122811,3,5354,186
7377,37032898.56119845,2,5355,186
7378,5701440.21885271,2,5355,186
7379,64679644.72790064,2,5356,186
7380,58724645.43492376,4,5356,186
7381,8880467.021128936,2,5356,186
7382,1450251.7135589714,4,5357,186
7383,126589.20075451862,1,5357,186
7384,4639636.7339316,3,5357,186
7385,841814.242675309,4,5358,186
7386,62535996.07817676,1,5358,186
7387,1553585.8688203408,1,5359,186
7388,21441788.406379398,3,5359,186
7389,11502966.230672479,2,5359,186
7390,8068576.8286422305,2,5360,186
7391,16932066.66866205,4,5360,186
7392,2757556.7553735496,1,5361,186
7393,26986181.91638022,4,5361,186
7394,2206286.571172191,3,5362,186
7395,24291288.806650024,2,5362,186
7396,2845902.6159483306,3,5362,186
7397,11058655.637335204,1,5363,186
7398,8749290.876786092,1,5363,186
7399,4001748.557415914,4,5364,186
7400,63354199.992208846,2,5364,186
7401,10625105.785688665,4,5364,186
7402,475697.76288980315,1,5365,186
7403,46133749.133605465,3,5365,186
7404,1596711.4342262312,2,5365,186
7405,2291344.037737398,2,5366,186
7406,53282393.548767075,3,5367,186
7407,73605284.67873514,1,5368,186
7408,3335401.9384750337,4,5369,186
7409,307069.93327803764,4,5369,186
7410,7560461.486022979,4,5369,186
7411,10454542.134253036,3,5370,186
7412,4191745.615081407,1,5370,186
7413,3879279.80174941,2,5371,186
7414,47764885.135134265,3,5371,186
7415,21704103.981756337,1,5372,186
7416,1024659.7150894789,1,5372,186
7417,9965023.94152051,4,5373,187
7418,52981323.93406275,3,5373,187
7419,25351400.391180422,1,5373,187
7420,21622428.20127553,3,5374,187
7421,100969160.5674451,3,5374,187
7422,51679825.32109455,3,5375,187
7423,1220145.3926437648,1,5376,187
7424,40763883.13514659,4,5376,187
7425,40384784.57292361,4,5376,187
7426,2734552.6703374805,3,5377,187
7427,51100716.81061601,2,5378,187
7428,17076636.253421083,2,5379,187
7429,4318741.167523585,1,5380,187
7430,39858877.329771325,1,5381,187
7431,38024180.48226956,1,5381,187
7432,9767654.337857796,4,5381,187
7433,6426363.401611419,1,5382,187
7434,23357019.95809715,2,5383,187
7435,3227783.658121313,3,5383,187
7436,3835285.0814053155,2,5384,187
7437,1346177.624375521,3,5384,187
7438,1076791.806108071,2,5385,187
7439,640734.729706065,3,5385,187
7440,584859.4463936937,2,5386,187
7441,21094.785710354743,3,5386,187
7442,20361231.756020967,3,5386,187
7443,14351554.699978901,4,5387,187
7444,1411326.7311325115,3,5387,187
7445,20741888.08326134,4,5387,187
7446,8880566.419154806,4,5388,187
7447,575496.4657459599,2,5389,187
7448,23294963.495611537,3,5390,187
7449,13730199.681811381,2,5391,187
7450,693677.1190401828,1,5391,187
7451,1291898.26170367,3,5392,187
7452,38917497.298789755,4,5392,187
7453,2285725.265537831,3,5392,187
7454,42083842.038155586,4,5393,188
7455,11907488.493405638,2,5393,188
7456,1073638.357965006,1,5394,188
7457,1991783.1063357163,1,5394,188
7458,1076379.0446451423,3,5395,188
7459,10400713.587386983,1,5395,188
7460,2489617.223938198,2,5395,188
7461,11311742.252305465,1,5396,188
7462,8673327.307311844,4,5396,188
7463,29097611.503909245,3,5396,188
7464,29430340.294966005,3,5397,188
7465,1159150.5049226373,4,5398,188
7466,7381888.330183201,4,5398,188
7467,3331186.2248280924,3,5399,188
7468,3776511.4840764767,3,5399,188
7469,1805615.111277209,1,5399,188
7470,918612.3719290653,1,5400,188
7471,913686.5886047732,3,5401,188
7472,61390194.56341179,1,5401,188
7473,2465599.6091245515,4,5402,188
7474,26500605.82047464,4,5403,188
7475,856290.9085970535,3,5403,188
7476,86765.50529163703,1,5404,188
7477,799062.38589874,4,5405,188
7478,26111380.111450437,1,5406,188
7479,16250328.131632028,1,5407,188
7480,1209671.2166100994,2,5408,188
7481,422383.1900061611,4,5408,188
7482,13045442.472973097,1,5408,188
7483,950056.0724878982,1,5409,188
7484,925135.9812865343,3,5409,188
7485,9331925.083382905,1,5409,188
7486,2982957.4572465336,3,5410,188
7487,61055673.823306225,3,5410,188
7488,70966514.91645542,4,5410,188
7489,222730.85164093086,3,5411,188
7490,13102429.926593293,2,5412,188
7491,35065464.72723204,2,5412,188
7492,12481059.845748682,1,5413,189
7493,562870.0727066427,1,5413,189
7494,1581761.6450984268,2,5414,189
7495,195488.4194738511,4,5414,189
7496,1034344.0813802166,2,5414,189
7497,17415409.627844274,3,5415,189
7498,5736565.362068194,4,5415,189
7499,9678220.907146677,3,5415,189
7500,3581280.3617926035,3,5416,189
7501,13025632.538884232,4,5417,189
7502,271641.71147889516,2,5417,189
7503,589602.2325772535,2,5418,189
7504,29174012.657539167,3,5418,189
7505,20064904.54826494,3,5419,189
7506,38641720.96868569,1,5419,189
7507,8920955.608638976,4,5420,189
7508,4279871.956261376,1,5421,189
7509,8372985.324274451,4,5422,189
7510,11359779.750298798,2,5423,189
7511,23526086.967718773,2,5424,189
7512,4028003.3647650704,1,5425,189
7513,15094872.63062143,3,5426,189
7514,1054690.619196485,2,5426,189
7515,10570765.70350444,1,5427,189
7516,7364551.438064953,3,5428,189
7517,32026855.953654885,4,5428,189
7518,12763804.419757016,2,5429,189
7519,28505.588623497228,2,5429,189
7520,3652527.774760021,2,5429,189
7521,956383.4477320908,2,5430,189
7522,19162007.351604998,3,5431,189
7523,39295033.99473549,4,5431,189
7524,7453956.727892213,1,5432,189
7525,18013772.696660507,1,5432,189
7526,59425004.81061803,4,5433,190
7527,386370.78966165497,4,5433,190
7528,11648366.074548617,3,5434,190
7529,13041119.464718195,1,5435,190
7530,12481746.48198892,3,5435,190
7531,72251288.43394482,4,5436,190
7532,75207270.08200707,1,5436,190
7533,459232.2527808317,2,5436,190
7534,9701372.963244895,4,5437,190
7535,21263234.26543912,2,5437,190
7536,19319952.306453902,1,5437,190
7537,639046.1010919354,4,5438,190
7538,26389456.544151515,2,5438,190
7539,9640122.677037131,1,5438,190
7540,17190477.586766183,1,5439,190
7541,57299915.251553714,4,5439,190
7542,45732306.90004906,3,5439,190
7543,134587.93359316187,4,5440,190
7544,11640863.609797928,2,5440,190
7545,198173.51879700948,2,5441,190
7546,10396269.25605554,1,5441,190
7547,67343378.92620966,3,5442,190
7548,19175809.313014958,1,5442,190
7549,44471930.768663615,4,5442,190
7550,11865398.733838143,1,5443,190
7551,66690354.510956526,1,5444,190
7552,16814693.73706685,3,5444,190
7553,257089.83353648765,2,5445,190
7554,9998507.487594735,2,5446,190
7555,21035044.364630394,2,5446,190
7556,17104464.985243242,4,5446,190
7557,37388060.62846749,1,5447,190
7558,15751353.287579399,3,5447,190
7559,46042210.99908256,3,5447,190
7560,2057704.9768500607,2,5448,190
7561,71826683.81366053,2,5449,190
7562,22152430.881189585,2,5449,190
7563,20635192.248492032,3,5450,190
7564,850449.0219968362,1,5450,190
7565,9339229.878152419,3,5451,190
7566,51947.866406289395,3,5452,190
7567,17793022.888682134,4,5452,190
7568,5507111.623054658,4,5452,190
7569,1023167.0371181477,2,5453,191
7570,203282.6441291946,3,5454,191
7571,8588118.560632244,4,5455,191
7572,5257654.825807411,1,5455,191
7573,48449875.15054691,2,5456,191
7574,437777.5603180988,4,5456,191
7575,774466.30656479,3,5457,191
7576,768002.0142653763,1,5457,191
7577,719990.8806614291,1,5457,191
7578,153750.73191972775,2,5458,191
7579,20375144.41645845,2,5459,191
7580,7992706.434740581,3,5459,191
7581,301895.4058534859,3,5460,191
7582,36819284.20935785,1,5461,191
7583,11290053.217888769,3,5462,191
7584,35002371.47510103,3,5462,191
7585,5808962.6712658685,3,5462,191
7586,20226413.35846147,3,5463,191
7587,282741.19038714934,4,5463,191
7588,922662.5486558836,4,5463,191
7589,43584502.391645536,1,5464,191
7590,1133787.2655334657,4,5464,191
7591,3913386.3830189756,2,5464,191
7592,728967.430373044,2,5465,191
7593,50244101.707887515,2,5465,191
7594,3316910.2179039097,2,5465,191
7595,19588530.57638978,1,5466,191
7596,38448641.33833585,3,5467,191
7597,244174.1352016885,1,5467,191
7598,330972.4390449093,4,5467,191
7599,9276788.740337463,1,5468,191
7600,9286277.715444688,4,5469,191
7601,5782894.096770394,3,5469,191
7602,42665286.29310636,1,5469,191
7603,34111687.809423074,2,5470,191
7604,4398094.466432389,3,5471,191
7605,22014126.497383308,3,5472,191
7606,14113.744108063634,4,5472,191
7607,859627.9562758512,4,5472,191
7608,42160459.76958069,1,5473,192
7609,18533083.022215456,2,5474,192
7610,663381.4606251847,2,5475,192
7611,26944157.642578952,4,5475,192
7612,3566876.3827611124,2,5476,192
7613,4961812.419779454,4,5477,192
7614,17458767.730428644,3,5477,192
7615,40696920.55255268,3,5477,192
7616,6142254.46566132,1,5478,192
7617,8531668.110010445,2,5479,192
7618,1425171.6001447365,3,5479,192
7619,37239848.815548554,2,5479,192
7620,19068342.34278651,2,5480,192
7621,59267935.16612171,4,5481,192
7622,10219975.360518025,1,5481,192
7623,3226140.977752672,2,5481,192
7624,33981077.476192385,4,5482,192
7625,58210942.491491556,2,5482,192
7626,931947.1810847332,1,5482,192
7627,11773919.031763831,4,5483,192
7628,15893773.39575825,3,5483,192
7629,16731263.202440599,4,5483,192
7630,1653006.181118114,2,5484,192
7631,911150.8379442173,1,5485,192
7632,325369.92869256175,3,5485,192
7633,246753.652478263,3,5486,192
7634,20713405.92965543,1,5486,192
7635,8545354.788541993,4,5487,192
7636,21198739.97999613,2,5488,192
7637,18224619.427797183,3,5489,192
7638,49408900.10275115,3,5489,192
7639,2081243.6611742415,1,5490,192
7640,4998928.39765562,2,5490,192
7641,57351820.664124615,4,5490,192
7642,274655.939974293,4,5491,192
7643,17576602.09230355,2,5491,192
7644,9058278.528999884,2,5492,192
7645,655660.171456361,2,5493,193
7646,27141263.207573097,1,5494,193
7647,334453.5761882788,3,5495,193
7648,12695686.663280556,3,5495,193
7649,4046407.6385324723,2,5496,193
7650,18801566.64008645,2,5496,193
7651,25482910.914684307,3,5496,193
7652,59970.61057102308,1,5497,193
7653,464062.80158519425,2,5497,193
7654,5447877.924375472,2,5497,193
7655,6003288.99151447,1,5498,193
7656,45230729.95556827,3,5498,193
7657,14373158.316646574,1,5498,193
7658,14121833.259971062,3,5499,193
7659,279688.6042550339,2,5500,193
7660,8797911.282229897,4,5501,193
7661,12262325.161260283,2,5501,193
7662,16881.755543984473,2,5501,193
7663,3398484.0146326246,2,5502,193
7664,26960559.115874816,4,5502,193
7665,61605385.91216831,4,5503,193
7666,291481.844933484,2,5503,193
7667,10184095.062360609,2,5504,193
7668,35284809.97031858,1,5504,193
7669,26597702.848758858,2,5505,193
7670,62570309.703932844,3,5505,193
7671,12081225.254760168,4,5506,193
7672,737000.819573065,3,5507,193
7673,1809485.1338026877,1,5507,193
7674,10913556.268050816,4,5507,193
7675,19276889.552266646,2,5508,193
7676,503858.49919729494,3,5508,193
7677,456437.99970368727,3,5508,193
7678,8524.188563341158,1,5509,193
7679,692041.7687871911,1,5509,193
7680,36783408.075770326,3,5510,193
7681,609621.6733801924,1,5510,193
7682,82708.85760274716,2,5510,193
7683,10379958.405861098,1,5511,193
7684,7692459.182086128,3,5512,193
7685,16843212.229189757,4,5512,193
7686,330098.3497693215,4,5513,194
7687,56138261.543363035,2,5513,194
7688,54260692.16428673,2,5514,194
7689,72946311.07502331,2,5514,194
7690,431396.02788437664,2,5515,194
7691,3253162.398809185,3,5516,194
7692,35881828.37027544,2,5517,194
7693,1500753.7362551098,1,5518,194
7694,30143545.783017892,2,5519,194
7695,19285219.418684028,3,5520,194
7696,57057971.41689921,2,5520,194
7697,3650742.971064096,1,5521,194
7698,42570822.743863836,1,5521,194
7699,3359764.477929596,2,5522,194
7700,11164548.804805256,3,5523,194
7701,188332.74832177325,4,5523,194
7702,851235.6591992457,3,5524,194
7703,6541520.389051126,1,5525,194
7704,127880.22341823584,4,5526,194
7705,91898473.82341832,3,5526,194
7706,20446269.983984586,3,5526,194
7707,19830316.206015497,4,5527,194
7708,1376365.5275345314,3,5527,194
7709,6083978.591998774,3,5528,194
7710,25711788.9398676,1,5528,194
7711,421264.39418715425,2,5529,194
7712,4704816.537671881,1,5529,194
7713,22293621.525583625,3,5530,194
7714,3614264.003607534,4,5530,194
7715,136560.01113486715,1,5530,194
7716,1059149.2547912558,3,5531,194
7717,6949352.411328188,4,5531,194
7718,1718647.8474488987,3,5531,194
7719,6807355.494807395,2,5532,194
7720,7119094.130776762,4,5532,194
7721,16143584.040227536,4,5532,194
7722,26743.563068567484,1,5533,195
7723,14182971.945897203,1,5533,195
7724,37646472.32672519,1,5534,195
7725,3046697.995006487,4,5534,195
7726,26082955.20351562,1,5534,195
7727,26304078.741401415,4,5535,195
7728,9994343.894532325,3,5535,195
7729,997890.4954057684,2,5536,195
7730,25294961.28555721,1,5536,195
7731,4229006.425406267,3,5536,195
7732,14531004.982959853,2,5537,195
7733,79180398.51885635,2,5537,195
7734,47220462.98347836,2,5538,195
7735,36937849.8834529,4,5538,195
7736,2047393.3007854915,3,5539,195
7737,21588554.84086603,1,5539,195
7738,18547849.379777048,3,5540,195
7739,8335756.432157559,3,5540,195
7740,415083.71377812524,3,5540,195
7741,1129074.2080780084,1,5541,195
7742,49129751.88007102,4,5542,195
7743,468261.28856897703,2,5542,195
7744,592264.3052753997,2,5542,195
7745,16505616.976977307,4,5543,195
7746,9128380.543866586,2,5543,195
7747,4738816.596202736,4,5544,195
7748,8908094.298168296,2,5544,195
7749,29147596.530423876,3,5544,195
7750,497837.8907532522,4,5545,195
7751,19149102.423420325,3,5545,195
7752,25604069.651800066,2,5545,195
7753,9080311.929450592,1,5546,195
7754,64554440.40014666,1,5546,195
7755,487621.1005632372,2,5546,195
7756,695949.4314388661,3,5547,195
7757,1664295.5713157784,2,5547,195
7758,1146513.433056744,2,5547,195
7759,7794818.9086960275,1,5548,195
7760,1197003.250890714,1,5548,195
7761,433768.27245081955,1,5548,195
7762,33961319.248407595,3,5549,195
7763,12087739.702439433,1,5550,195
7764,2428723.3714514575,3,5550,195
7765,28456206.095178716,2,5550,195
7766,131134.04305329244,1,5551,195
7767,29713161.243644197,3,5551,195
7768,1255756.1334195142,3,5552,195
7769,2254791.8825040227,3,5552,195
7770,1990978.8874166114,4,5553,196
7771,9088569.451122085,3,5554,196
7772,24491053.04550682,3,5555,196
7773,3599906.5496203103,2,5555,196
7774,14581426.737891402,4,5555,196
7775,1234754.5383037496,1,5556,196
7776,3865604.6119299307,2,5556,196
7777,1386633.371770109,1,5556,196
7778,20556794.367831446,3,5557,196
7779,6879.679158978164,3,5558,196
7780,2306721.1313001593,4,5559,196
7781,6319521.986035206,3,5559,196
7782,6005980.299615614,1,5560,196
7783,63766405.07264542,4,5560,196
7784,36729579.183076054,4,5561,196
7785,14178781.059195157,2,5562,196
7786,16556393.086955754,2,5562,196
7787,7034132.582378905,4,5562,196
7788,9550663.508057714,3,5563,196
7789,12885107.153839875,1,5563,196
7790,8425736.781855378,4,5564,196
7791,10428295.835755836,4,5564,196
7792,26738370.441143915,4,5564,196
7793,29322576.120128088,4,5565,196
7794,19700980.87453177,1,5565,196
7795,69711646.03446454,1,5566,196
7796,26067241.216690704,3,5566,196
