ID,PIN,EMAIL,TIPO
4935,'cliente3283','cliente3283@example.com',1
4936,'empresa663','empresa663@example.com',2
4937,'cliente3285','cliente3285@example.com',1
4938,'cliente3286','cliente3286@example.com',1
4939,'cliente3287','cliente3287@example.com',1
4940,'cliente3288','cliente3288@example.com',1
4941,'cliente3289','cliente3289@example.com',1
4942,'cliente3290','cliente3290@example.com',1
4943,'cliente3291','cliente3291@example.com',1
4944,'cliente3292','cliente3292@example.com',1
4945,'cliente3293','cliente3293@example.com',1
4946,'cliente3294','cliente3294@example.com',1
4947,'cliente3295','cliente3295@example.com',1
4948,'cliente3296','cliente3296@example.com',1
4949,'empresa664','empresa664@example.com',2
4950,'cliente3298','cliente3298@example.com',1
4951,'cliente3299','cliente3299@example.com',1
4952,'empresa665','empresa665@example.com',2
4953,'cliente3301','cliente3301@example.com',1
4954,'cliente3302','cliente3302@example.com',1
4955,'cliente3303','cliente3303@example.com',1
4956,'cliente3304','cliente3304@example.com',1
4957,'cliente3305','cliente3305@example.com',1
4958,'cliente3306','cliente3306@example.com',1
4959,'cliente3307','cliente3307@example.com',1
4960,'cliente3308','cliente3308@example.com',1
4961,'cliente3309','cliente3309@example.com',1
4962,'cliente3310','cliente3310@example.com',1
4963,'empresa666','empresa666@example.com',2
4964,'cliente3312','cliente3312@example.com',1
4965,'cliente3313','cliente3313@example.com',1
4966,'cliente3314','cliente3314@example.com',1
4967,'cliente3315','cliente3315@example.com',1
4968,'cliente3316','cliente3316@example.com',1
4969,'cliente3317','cliente3317@example.com',1
4970,'cliente3318','cliente3318@example.com',1
4971,'cliente3319','cliente3319@example.com',1
4972,'cliente3320','cliente3320@example.com',1
4973,'empresa667','empresa667@example.com',2
4974,'cliente3322','cliente3322@example.com',1
4975,'cliente3323','cliente3323@example.com',1
4976,'cliente3324','cliente3324@example.com',1
4977,'empresa668','empresa668@example.com',2
4978,'cliente3326','cliente3326@example.com',1
4979,'cliente3327','cliente3327@example.com',1
4980,'cliente3328','cliente3328@example.com',1
4981,'cliente3329','cliente3329@example.com',1
4982,'cliente3330','cliente3330@example.com',1
4983,'cliente3331','cliente3331@example.com',1
4984,'empresa669','empresa669@example.com',2
4985,'empresa670','empresa670@example.com',2
4986,'cliente3334','cliente3334@example.com',1
4987,'cliente3335','cliente3335@example.com',1
4988,'cliente3336','cliente3336@example.com',1
4989,'empresa671','empresa671@example.com',2
4990,'cliente3338','cliente3338@example.com',1
4991,'cliente3339','cliente3339@example.com',1
4992,'empresa672','empresa672@example.com',2
4993,'cliente3341','cliente3341@example.com',1
4994,'cliente3342','cliente3342@example.com',1
4995,'cliente3343','cliente3343@example.com',1
4996,'cliente3344','cliente3344@example.com',1
4997,'cliente3345','cliente3345@example.com',1
4998,'empresa673','empresa673@example.com',2
4999,'cliente3347','cliente3347@example.com',1
5000,'cliente3348','cliente3348@example.com',1
5001,'cliente3349','cliente3349@example.com',1
5002,'cliente3350','cliente3350@example.com',1
5003,'cliente3351','cliente3351@example.com',1
5004,'cliente3352','cliente3352@example.com',1
5005,'cliente3353','cliente3353@example.com',1
5006,'empresa674','empresa674@example.com',2
5007,'cliente3355','cliente3355@example.com',1
5008,'empresa675','empresa675@example.com',2
5009,'cliente3357','cliente3357@example.com',1
5010,'empresa676','empresa676@example.com',2
5011,'cliente3359','cliente3359@example.com',1
5012,'cliente3360','cliente3360@example.com',1
5013,'cliente3361','cliente3361@example.com',1
5014,'cliente3362','cliente3362@example.com',1
5015,'cliente3363','cliente3363@example.com',1
5016,'cliente3364','cliente3364@example.com',1
5017,'empresa677','empresa677@example.com',2
5018,'cliente3366','cliente3366@example.com',1
5019,'empresa678','empresa678@example.com',2
5020,'cliente3368','cliente3368@example.com',1
5021,'cliente3369','cliente3369@example.com',1
5022,'empresa679','empresa679@example.com',2
5023,'cliente3371','cliente3371@example.com',1
5024,'cliente3372','cliente3372@example.com',1
5025,'empresa680','empresa680@example.com',2
5026,'cliente3374','cliente3374@example.com',1
5027,'cliente3375','cliente3375@example.com',1
5028,'cliente3376','cliente3376@example.com',1
5029,'cliente3377','cliente3377@example.com',1
5030,'cliente3378','cliente3378@example.com',1
5031,'empresa681','empresa681@example.com',2
5032,'cliente3380','cliente3380@example.com',1
5033,'cliente3381','cliente3381@example.com',1
5034,'cliente3382','cliente3382@example.com',1
5035,'cliente3383','cliente3383@example.com',1
5036,'empresa682','empresa682@example.com',2
5037,'cliente3385','cliente3385@example.com',1
5038,'cliente3386','cliente3386@example.com',1
5039,'cliente3387','cliente3387@example.com',1
5040,'cliente3388','cliente3388@example.com',1
5041,'cliente3389','cliente3389@example.com',1
5042,'cliente3390','cliente3390@example.com',1
5043,'cliente3391','cliente3391@example.com',1
5044,'cliente3392','cliente3392@example.com',1
5045,'cliente3393','cliente3393@example.com',1
5046,'cliente3394','cliente3394@example.com',1
5047,'cliente3395','cliente3395@example.com',1
5048,'cliente3396','cliente3396@example.com',1
5049,'empresa683','empresa683@example.com',2
5050,'empresa684','empresa684@example.com',2
5051,'cliente3399','cliente3399@example.com',1
5052,'cliente3400','cliente3400@example.com',1
5053,'cliente3401','cliente3401@example.com',1
5054,'cliente3402','cliente3402@example.com',1
5055,'cliente3403','cliente3403@example.com',1
5056,'cliente3404','cliente3404@example.com',1
5057,'cliente3405','cliente3405@example.com',1
5058,'empresa685','empresa685@example.com',2
5059,'cliente3407','cliente3407@example.com',1
5060,'cliente3408','cliente3408@example.com',1
5061,'empresa686','empresa686@example.com',2
5062,'cliente3410','cliente3410@example.com',1
5063,'cliente3411','cliente3411@example.com',1
5064,'cliente3412','cliente3412@example.com',1
5065,'cliente3413','cliente3413@example.com',1
5066,'empresa687','empresa687@example.com',2
5067,'cliente3415','cliente3415@example.com',1
5068,'cliente3416','cliente3416@example.com',1
5069,'cliente3417','cliente3417@example.com',1
5070,'cliente3418','cliente3418@example.com',1
5071,'cliente3419','cliente3419@example.com',1
5072,'cliente3420','cliente3420@example.com',1
5073,'empresa688','empresa688@example.com',2
5074,'empresa689','empresa689@example.com',2
5075,'cliente3423','cliente3423@example.com',1
5076,'cliente3424','cliente3424@example.com',1
5077,'cliente3425','cliente3425@example.com',1
5078,'empresa690','empresa690@example.com',2
5079,'empresa691','empresa691@example.com',2
5080,'cliente3428','cliente3428@example.com',1
5081,'cliente3429','cliente3429@example.com',1
5082,'cliente3430','cliente3430@example.com',1
5083,'cliente3431','cliente3431@example.com',1
5084,'cliente3432','cliente3432@example.com',1
5085,'cliente3433','cliente3433@example.com',1
5086,'cliente3434','cliente3434@example.com',1
5087,'cliente3435','cliente3435@example.com',1
5088,'cliente3436','cliente3436@example.com',1
5089,'cliente3437','cliente3437@example.com',1
5090,'cliente3438','cliente3438@example.com',1
5091,'empresa692','empresa692@example.com',2
5092,'empresa693','empresa693@example.com',2
5093,'cliente3441','cliente3441@example.com',1
5094,'cliente3442','cliente3442@example.com',1
5095,'empresa694','empresa694@example.com',2
5096,'cliente3444','cliente3444@example.com',1
5097,'cliente3445','cliente3445@example.com',1
5098,'cliente3446','cliente3446@example.com',1
5099,'cliente3447','cliente3447@example.com',1
5100,'cliente3448','cliente3448@example.com',1
5101,'cliente3449','cliente3449@example.com',1
5102,'empresa695','empresa695@example.com',2
5103,'cliente3451','cliente3451@example.com',1
5104,'cliente3452','cliente3452@example.com',1
5105,'cliente3453','cliente3453@example.com',1
5106,'cliente3454','cliente3454@example.com',1
5107,'cliente3455','cliente3455@example.com',1
5108,'cliente3456','cliente3456@example.com',1
5109,'cliente3457','cliente3457@example.com',1
5110,'cliente3458','cliente3458@example.com',1
5111,'empresa696','empresa696@example.com',2
5112,'empresa697','empresa697@example.com',2
5113,'empresa698','empresa698@example.com',2
5114,'empresa699','empresa699@example.com',2
5115,'cliente3463','cliente3463@example.com',1
5116,'cliente3464','cliente3464@example.com',1
5117,'empresa700','empresa700@example.com',2
5118,'cliente3466','cliente3466@example.com',1
5119,'cliente3467','cliente3467@example.com',1
5120,'cliente3468','cliente3468@example.com',1
5121,'cliente3469','cliente3469@example.com',1
5122,'cliente3470','cliente3470@example.com',1
5123,'cliente3471','cliente3471@example.com',1
5124,'empresa701','empresa701@example.com',2
5125,'cliente3473','cliente3473@example.com',1
5126,'cliente3474','cliente3474@example.com',1
5127,'cliente3475','cliente3475@example.com',1
5128,'cliente3476','cliente3476@example.com',1
5129,'cliente3477','cliente3477@example.com',1
5130,'empresa702','empresa702@example.com',2
5131,'cliente3479','cliente3479@example.com',1
5132,'cliente3480','cliente3480@example.com',1
5133,'cliente3481','cliente3481@example.com',1
5134,'cliente3482','cliente3482@example.com',1
5135,'cliente3483','cliente3483@example.com',1
5136,'cliente3484','cliente3484@example.com',1
5137,'cliente3485','cliente3485@example.com',1
5138,'cliente3486','cliente3486@example.com',1
5139,'cliente3487','cliente3487@example.com',1
5140,'cliente3488','cliente3488@example.com',1
5141,'cliente3489','cliente3489@example.com',1
5142,'cliente3490','cliente3490@example.com',1
5143,'empresa703','empresa703@example.com',2
5144,'empresa704','empresa704@example.com',2
5145,'cliente3493','cliente3493@example.com',1
5146,'cliente3494','cliente3494@example.com',1
5147,'empresa705','empresa705@example.com',2
5148,'cliente3496','cliente3496@example.com',1
5149,'empresa706','empresa706@example.com',2
5150,'cliente3498','cliente3498@example.com',1
5151,'empresa707','empresa707@example.com',2
5152,'cliente3500','cliente3500@example.com',1
5153,'cliente3501','cliente3501@example.com',1
5154,'cliente3502','cliente3502@example.com',1
5155,'cliente3503','cliente3503@example.com',1
5156,'cliente3504','cliente3504@example.com',1
5157,'cliente3505','cliente3505@example.com',1
5158,'empresa708','empresa708@example.com',2
5159,'empresa709','empresa709@example.com',2
5160,'cliente3508','cliente3508@example.com',1
5161,'cliente3509','cliente3509@example.com',1
5162,'cliente3510','cliente3510@example.com',1
5163,'cliente3511','cliente3511@example.com',1
5164,'empresa710','empresa710@example.com',2
5165,'cliente3513','cliente3513@example.com',1
5166,'cliente3514','cliente3514@example.com',1
5167,'cliente3515','cliente3515@example.com',1
5168,'empresa711','empresa711@example.com',2
5169,'cliente3517','cliente3517@example.com',1
5170,'cliente3518','cliente3518@example.com',1
5171,'cliente3519','cliente3519@example.com',1
5172,'cliente3520','cliente3520@example.com',1
5173,'cliente3521','cliente3521@example.com',1
5174,'empresa712','empresa712@example.com',2
5175,'cliente3523','cliente3523@example.com',1
5176,'empresa713','empresa713@example.com',2
5177,'cliente3525','cliente3525@example.com',1
5178,'cliente3526','cliente3526@example.com',1
5179,'cliente3527','cliente3527@example.com',1
5180,'cliente3528','cliente3528@example.com',1
5181,'cliente3529','cliente3529@example.com',1
5182,'cliente3530','cliente3530@example.com',1
5183,'cliente3531','cliente3531@example.com',1
5184,'cliente3532','cliente3532@example.com',1
5185,'empresa714','empresa714@example.com',2
5186,'empresa715','empresa715@example.com',2
5187,'cliente3535','cliente3535@example.com',1
5188,'cliente3536','cliente3536@example.com',1
5189,'empresa716','empresa716@example.com',2
5190,'empresa717','empresa717@example.com',2
5191,'empresa718','empresa718@example.com',2
5192,'cliente3540','cliente3540@example.com',1
5193,'cliente3541','cliente3541@example.com',1
5194,'cliente3542','cliente3542@example.com',1
5195,'cliente3543','cliente3543@example.com',1
5196,'cliente3544','cliente3544@example.com',1
5197,'cliente3545','cliente3545@example.com',1
5198,'empresa719','empresa719@example.com',2
5199,'cliente3547','cliente3547@example.com',1
5200,'cliente3548','cliente3548@example.com',1
5201,'cliente3549','cliente3549@example.com',1
5202,'cliente3550','cliente3550@example.com',1
5203,'cliente3551','cliente3551@example.com',1
5204,'empresa720','empresa720@example.com',2
5205,'cliente3553','cliente3553@example.com',1
5206,'cliente3554','cliente3554@example.com',1
5207,'cliente3555','cliente3555@example.com',1
5208,'cliente3556','cliente3556@example.com',1
5209,'empresa721','empresa721@example.com',2
5210,'empresa722','empresa722@example.com',2
5211,'cliente3559','cliente3559@example.com',1
5212,'cliente3560','cliente3560@example.com',1
5213,'cliente3561','cliente3561@example.com',1
5214,'cliente3562','cliente3562@example.com',1
5215,'empresa723','empresa723@example.com',2
5216,'cliente3564','cliente3564@example.com',1
5217,'cliente3565','cliente3565@example.com',1
5218,'cliente3566','cliente3566@example.com',1
5219,'empresa724','empresa724@example.com',2
5220,'cliente3568','cliente3568@example.com',1
5221,'cliente3569','cliente3569@example.com',1
5222,'cliente3570','cliente3570@example.com',1
5223,'cliente3571','cliente3571@example.com',1
5224,'cliente3572','cliente3572@example.com',1
5225,'cliente3573','cliente3573@example.com',1
5226,'cliente3574','cliente3574@example.com',1
5227,'cliente3575','cliente3575@example.com',1
5228,'cliente3576','cliente3576@example.com',1
5229,'empresa725','empresa725@example.com',2
5230,'cliente3578','cliente3578@example.com',1
5231,'cliente3579','cliente3579@example.com',1
5232,'cliente3580','cliente3580@example.com',1
5233,'cliente3581','cliente3581@example.com',1
5234,'cliente3582','cliente3582@example.com',1
5235,'cliente3583','cliente3583@example.com',1
5236,'cliente3584','cliente3584@example.com',1
5237,'empresa726','empresa726@example.com',2
5238,'empresa727','empresa727@example.com',2
5239,'cliente3587','cliente3587@example.com',1
5240,'cliente3588','cliente3588@example.com',1
5241,'cliente3589','cliente3589@example.com',1
5242,'cliente3590','cliente3590@example.com',1
5243,'cliente3591','cliente3591@example.com',1
5244,'cliente3592','cliente3592@example.com',1
5245,'cliente3593','cliente3593@example.com',1
5246,'empresa728','empresa728@example.com',2
5247,'cliente3595','cliente3595@example.com',1
5248,'cliente3596','cliente3596@example.com',1
5249,'cliente3597','cliente3597@example.com',1
5250,'cliente3598','cliente3598@example.com',1
5251,'cliente3599','cliente3599@example.com',1
5252,'cliente3600','cliente3600@example.com',1
5253,'cliente3601','cliente3601@example.com',1
5254,'cliente3602','cliente3602@example.com',1
5255,'cliente3603','cliente3603@example.com',1
5256,'cliente3604','cliente3604@example.com',1
5257,'cliente3605','cliente3605@example.com',1
5258,'empresa729','empresa729@example.com',2
5259,'cliente3607','cliente3607@example.com',1
5260,'cliente3608','cliente3608@example.com',1
5261,'empresa730','empresa730@example.com',2
5262,'cliente3610','cliente3610@example.com',1
5263,'cliente3611','cliente3611@example.com',1
5264,'empresa731','empresa731@example.com',2
5265,'cliente3613','cliente3613@example.com',1
5266,'cliente3614','cliente3614@example.com',1
5267,'cliente3615','cliente3615@example.com',1
5268,'empresa732','empresa732@example.com',2
5269,'cliente3617','cliente3617@example.com',1
5270,'cliente3618','cliente3618@example.com',1
5271,'cliente3619','cliente3619@example.com',1
5272,'cliente3620','cliente3620@example.com',1
5273,'cliente3621','cliente3621@example.com',1
5274,'empresa733','empresa733@example.com',2
5275,'cliente3623','cliente3623@example.com',1
5276,'cliente3624','cliente3624@example.com',1
5277,'cliente3625','cliente3625@example.com',1
5278,'cliente3626','cliente3626@example.com',1
5279,'cliente3627','cliente3627@example.com',1
5280,'cliente3628','cliente3628@example.com',1
5281,'cliente3629','cliente3629@example.com',1
5282,'cliente3630','cliente3630@example.com',1
5283,'empresa734','empresa734@example.com',2
5284,'cliente3632','cliente3632@example.com',1
5285,'cliente3633','cliente3633@example.com',1
5286,'cliente3634','cliente3634@example.com',1
5287,'empresa735','empresa735@example.com',2
5288,'cliente3636','cliente3636@example.com',1
5289,'cliente3637','cliente3637@example.com',1
5290,'empresa736','empresa736@example.com',2
5291,'cliente3639','cliente3639@example.com',1
5292,'cliente3640','cliente3640@example.com',1
5293,'cliente3641','cliente3641@example.com',1
5294,'cliente3642','cliente3642@example.com',1
5295,'cliente3643','cliente3643@example.com',1
5296,'empresa737','empresa737@example.com',2
5297,'cliente3645','cliente3645@example.com',1
5298,'cliente3646','cliente3646@example.com',1
5299,'cliente3647','cliente3647@example.com',1
5300,'empresa738','empresa738@example.com',2
5301,'cliente3649','cliente3649@example.com',1
5302,'cliente3650','cliente3650@example.com',1
5303,'cliente3651','cliente3651@example.com',1
5304,'cliente3652','cliente3652@example.com',1
5305,'empresa739','empresa739@example.com',2
5306,'cliente3654','cliente3654@example.com',1
5307,'cliente3655','cliente3655@example.com',1
5308,'cliente3656','cliente3656@example.com',1
5309,'empresa740','empresa740@example.com',2
5310,'empresa741','empresa741@example.com',2
5311,'cliente3659','cliente3659@example.com',1
5312,'cliente3660','cliente3660@example.com',1
5313,'cliente3661','cliente3661@example.com',1
5314,'cliente3662','cliente3662@example.com',1
5315,'cliente3663','cliente3663@example.com',1
5316,'cliente3664','cliente3664@example.com',1
5317,'empresa742','empresa742@example.com',2
5318,'empresa743','empresa743@example.com',2
5319,'cliente3667','cliente3667@example.com',1
5320,'cliente3668','cliente3668@example.com',1
5321,'cliente3669','cliente3669@example.com',1
5322,'cliente3670','cliente3670@example.com',1
5323,'cliente3671','cliente3671@example.com',1
5324,'cliente3672','cliente3672@example.com',1
5325,'cliente3673','cliente3673@example.com',1
5326,'cliente3674','cliente3674@example.com',1
5327,'cliente3675','cliente3675@example.com',1
5328,'cliente3676','cliente3676@example.com',1
5329,'cliente3677','cliente3677@example.com',1
5330,'cliente3678','cliente3678@example.com',1
5331,'cliente3679','cliente3679@example.com',1
5332,'cliente3680','cliente3680@example.com',1
5333,'cliente3681','cliente3681@example.com',1
5334,'empresa744','empresa744@example.com',2
5335,'cliente3683','cliente3683@example.com',1
5336,'empresa745','empresa745@example.com',2
5337,'cliente3685','cliente3685@example.com',1
5338,'cliente3686','cliente3686@example.com',1
5339,'cliente3687','cliente3687@example.com',1
5340,'cliente3688','cliente3688@example.com',1
5341,'cliente3689','cliente3689@example.com',1
5342,'cliente3690','cliente3690@example.com',1
5343,'cliente3691','cliente3691@example.com',1
5344,'cliente3692','cliente3692@example.com',1
5345,'cliente3693','cliente3693@example.com',1
5346,'cliente3694','cliente3694@example.com',1
5347,'empresa746','empresa746@example.com',2
5348,'cliente3696','cliente3696@example.com',1
5349,'empresa747','empresa747@example.com',2
5350,'cliente3698','cliente3698@example.com',1
5351,'cliente3699','cliente3699@example.com',1
5352,'cliente3700','cliente3700@example.com',1
5353,'cliente3701','cliente3701@example.com',1
5354,'cliente3702','cliente3702@example.com',1
5355,'cliente3703','cliente3703@example.com',1
5356,'cliente3704','cliente3704@example.com',1
5357,'cliente3705','cliente3705@example.com',1
5358,'cliente3706','cliente3706@example.com',1
5359,'cliente3707','cliente3707@example.com',1
5360,'empresa748','empresa748@example.com',2
5361,'cliente3709','cliente3709@example.com',1
5362,'cliente3710','cliente3710@example.com',1
5363,'cliente3711','cliente3711@example.com',1
5364,'cliente3712','cliente3712@example.com',1
5365,'empresa749','empresa749@example.com',2
5366,'cliente3714','cliente3714@example.com',1
5367,'cliente3715','cliente3715@example.com',1
5368,'cliente3716','cliente3716@example.com',1
5369,'cliente3717','cliente3717@example.com',1
5370,'cliente3718','cliente3718@example.com',1
5371,'cliente3719','cliente3719@example.com',1
5372,'cliente3720','cliente3720@example.com',1
5373,'cliente3721','cliente3721@example.com',1
5374,'cliente3722','cliente3722@example.com',1
5375,'empresa750','empresa750@example.com',2
5376,'cliente3724','cliente3724@example.com',1
5377,'empresa751','empresa751@example.com',2
5378,'cliente3726','cliente3726@example.com',1
5379,'empresa752','empresa752@example.com',2
5380,'empresa753','empresa753@example.com',2
5381,'empresa754','empresa754@example.com',2
5382,'cliente3730','cliente3730@example.com',1
5383,'empresa755','empresa755@example.com',2
5384,'cliente3732','cliente3732@example.com',1
5385,'empresa756','empresa756@example.com',2
5386,'cliente3734','cliente3734@example.com',1
5387,'cliente3735','cliente3735@example.com',1
5388,'cliente3736','cliente3736@example.com',1
5389,'cliente3737','cliente3737@example.com',1
5390,'empresa757','empresa757@example.com',2
5391,'cliente3739','cliente3739@example.com',1
5392,'empresa758','empresa758@example.com',2
5393,'cliente3741','cliente3741@example.com',1
5394,'cliente3742','cliente3742@example.com',1
5395,'empresa759','empresa759@example.com',2
5396,'cliente3744','cliente3744@example.com',1
5397,'cliente3745','cliente3745@example.com',1
5398,'cliente3746','cliente3746@example.com',1
5399,'cliente3747','cliente3747@example.com',1
5400,'cliente3748','cliente3748@example.com',1
5401,'cliente3749','cliente3749@example.com',1
5402,'cliente3750','cliente3750@example.com',1
5403,'empresa760','empresa760@example.com',2
5404,'empresa761','empresa761@example.com',2
5405,'cliente3753','cliente3753@example.com',1
5406,'cliente3754','cliente3754@example.com',1
5407,'cliente3755','cliente3755@example.com',1
5408,'cliente3756','cliente3756@example.com',1
5409,'cliente3757','cliente3757@example.com',1
5410,'cliente3758','cliente3758@example.com',1
5411,'cliente3759','cliente3759@example.com',1
5412,'cliente3760','cliente3760@example.com',1
5413,'cliente3761','cliente3761@example.com',1
5414,'cliente3762','cliente3762@example.com',1
5415,'cliente3763','cliente3763@example.com',1
5416,'cliente3764','cliente3764@example.com',1
5417,'cliente3765','cliente3765@example.com',1
5418,'cliente3766','cliente3766@example.com',1
5419,'cliente3767','cliente3767@example.com',1
5420,'empresa762','empresa762@example.com',2
5421,'cliente3769','cliente3769@example.com',1
5422,'empresa763','empresa763@example.com',2
5423,'cliente3771','cliente3771@example.com',1
5424,'cliente3772','cliente3772@example.com',1
5425,'cliente3773','cliente3773@example.com',1
5426,'cliente3774','cliente3774@example.com',1
5427,'empresa764','empresa764@example.com',2
5428,'cliente3776','cliente3776@example.com',1
5429,'cliente3777','cliente3777@example.com',1
5430,'cliente3778','cliente3778@example.com',1
5431,'cliente3779','cliente3779@example.com',1
5432,'empresa765','empresa765@example.com',2
5433,'empresa766','empresa766@example.com',2
5434,'cliente3782','cliente3782@example.com',1
5435,'cliente3783','cliente3783@example.com',1
5436,'empresa767','empresa767@example.com',2
5437,'cliente3785','cliente3785@example.com',1
5438,'cliente3786','cliente3786@example.com',1
5439,'empresa768','empresa768@example.com',2
5440,'empresa769','empresa769@example.com',2
5441,'cliente3789','cliente3789@example.com',1
5442,'cliente3790','cliente3790@example.com',1
5443,'empresa770','empresa770@example.com',2
5444,'cliente3792','cliente3792@example.com',1
5445,'cliente3793','cliente3793@example.com',1
5446,'cliente3794','cliente3794@example.com',1
5447,'cliente3795','cliente3795@example.com',1
5448,'cliente3796','cliente3796@example.com',1
5449,'cliente3797','cliente3797@example.com',1
5450,'cliente3798','cliente3798@example.com',1
5451,'cliente3799','cliente3799@example.com',1
5452,'empresa771','empresa771@example.com',2
5453,'cliente3801','cliente3801@example.com',1
5454,'cliente3802','cliente3802@example.com',1
5455,'cliente3803','cliente3803@example.com',1
5456,'cliente3804','cliente3804@example.com',1
5457,'cliente3805','cliente3805@example.com',1
5458,'cliente3806','cliente3806@example.com',1
5459,'cliente3807','cliente3807@example.com',1
5460,'empresa772','empresa772@example.com',2
5461,'cliente3809','cliente3809@example.com',1
5462,'cliente3810','cliente3810@example.com',1
5463,'cliente3811','cliente3811@example.com',1
5464,'cliente3812','cliente3812@example.com',1
5465,'cliente3813','cliente3813@example.com',1
5466,'empresa773','empresa773@example.com',2
5467,'cliente3815','cliente3815@example.com',1
5468,'cliente3816','cliente3816@example.com',1
5469,'empresa774','empresa774@example.com',2
5470,'cliente3818','cliente3818@example.com',1
5471,'cliente3819','cliente3819@example.com',1
5472,'cliente3820','cliente3820@example.com',1
5473,'empresa775','empresa775@example.com',2
5474,'cliente3822','cliente3822@example.com',1
5475,'cliente3823','cliente3823@example.com',1
5476,'cliente3824','cliente3824@example.com',1
5477,'cliente3825','cliente3825@example.com',1
5478,'cliente3826','cliente3826@example.com',1
5479,'cliente3827','cliente3827@example.com',1
5480,'cliente3828','cliente3828@example.com',1
5481,'empresa776','empresa776@example.com',2
5482,'empresa777','empresa777@example.com',2
5483,'empresa778','empresa778@example.com',2
5484,'cliente3832','cliente3832@example.com',1
5485,'cliente3833','cliente3833@example.com',1
5486,'cliente3834','cliente3834@example.com',1
5487,'empresa779','empresa779@example.com',2
5488,'cliente3836','cliente3836@example.com',1
5489,'cliente3837','cliente3837@example.com',1
5490,'cliente3838','cliente3838@example.com',1
5491,'cliente3839','cliente3839@example.com',1
5492,'cliente3840','cliente3840@example.com',1
5493,'cliente3841','cliente3841@example.com',1
5494,'empresa780','empresa780@example.com',2
5495,'cliente3843','cliente3843@example.com',1
5496,'empresa781','empresa781@example.com',2
5497,'cliente3845','cliente3845@example.com',1
5498,'cliente3846','cliente3846@example.com',1
5499,'empresa782','empresa782@example.com',2
5500,'cliente3848','cliente3848@example.com',1
5501,'cliente3849','cliente3849@example.com',1
5502,'cliente3850','cliente3850@example.com',1
5503,'empresa783','empresa783@example.com',2
5504,'cliente3852','cliente3852@example.com',1
5505,'cliente3853','cliente3853@example.com',1
5506,'cliente3854','cliente3854@example.com',1
5507,'cliente3855','cliente3855@example.com',1
5508,'cliente3856','cliente3856@example.com',1
5509,'cliente3857','cliente3857@example.com',1
5510,'cliente3858','cliente3858@example.com',1
5511,'cliente3859','cliente3859@example.com',1
5512,'cliente3860','cliente3860@example.com',1
5513,'cliente3861','cliente3861@example.com',1
5514,'cliente3862','cliente3862@example.com',1
5515,'cliente3863','cliente3863@example.com',1
5516,'cliente3864','cliente3864@example.com',1
5517,'empresa784','empresa784@example.com',2
5518,'cliente3866','cliente3866@example.com',1
5519,'cliente3867','cliente3867@example.com',1
5520,'cliente3868','cliente3868@example.com',1
5521,'cliente3869','cliente3869@example.com',1
5522,'cliente3870','cliente3870@example.com',1
5523,'cliente3871','cliente3871@example.com',1
5524,'cliente3872','cliente3872@example.com',1
5525,'cliente3873','cliente3873@example.com',1
5526,'cliente3874','cliente3874@example.com',1
5527,'cliente3875','cliente3875@example.com',1
5528,'empresa785','empresa785@example.com',2
5529,'cliente3877','cliente3877@example.com',1
5530,'empresa786','empresa786@example.com',2
5531,'empresa787','empresa787@example.com',2
5532,'cliente3880','cliente3880@example.com',1
5533,'cliente3881','cliente3881@example.com',1
5534,'empresa788','empresa788@example.com',2
5535,'empresa789','empresa789@example.com',2
5536,'cliente3884','cliente3884@example.com',1
5537,'cliente3885','cliente3885@example.com',1
5538,'cliente3886','cliente3886@example.com',1
5539,'cliente3887','cliente3887@example.com',1
5540,'cliente3888','cliente3888@example.com',1
5541,'cliente3889','cliente3889@example.com',1
5542,'cliente3890','cliente3890@example.com',1
5543,'cliente3891','cliente3891@example.com',1
5544,'cliente3892','cliente3892@example.com',1
5545,'cliente3893','cliente3893@example.com',1
5546,'empresa790','empresa790@example.com',2
5547,'cliente3895','cliente3895@example.com',1
5548,'cliente3896','cliente3896@example.com',1
5549,'cliente3897','cliente3897@example.com',1
5550,'empresa791','empresa791@example.com',2
5551,'cliente3899','cliente3899@example.com',1
5552,'empresa792','empresa792@example.com',2
5553,'cliente3901','cliente3901@example.com',1
5554,'empresa793','empresa793@example.com',2
5555,'cliente3903','cliente3903@example.com',1
5556,'cliente3904','cliente3904@example.com',1
5557,'cliente3905','cliente3905@example.com',1
5558,'cliente3906','cliente3906@example.com',1
5559,'cliente3907','cliente3907@example.com',1
5560,'cliente3908','cliente3908@example.com',1
5561,'cliente3909','cliente3909@example.com',1
5562,'cliente3910','cliente3910@example.com',1
5563,'cliente3911','cliente3911@example.com',1
5564,'cliente3912','cliente3912@example.com',1
5565,'cliente3913','cliente3913@example.com',1
5566,'cliente3914','cliente3914@example.com',1
5567,'cliente3915','cliente3915@example.com',1
5568,'cliente3916','cliente3916@example.com',1
5569,'cliente3917','cliente3917@example.com',1
5570,'cliente3918','cliente3918@example.com',1
5571,'cliente3919','cliente3919@example.com',1
5572,'cliente3920','cliente3920@example.com',1
5573,'empresa794','empresa794@example.com',2
5574,'cliente3922','cliente3922@example.com',1
5575,'cliente3923','cliente3923@example.com',1
5576,'cliente3924','cliente3924@example.com',1
5577,'cliente3925','cliente3925@example.com',1
5578,'cliente3926','cliente3926@example.com',1
5579,'empresa795','empresa795@example.com',2
5580,'cliente3928','cliente3928@example.com',1
5581,'cliente3929','cliente3929@example.com',1
